74.22103299	-34.33367458	1
114.5862412	-21.19211092	1
87.18692298	-14.56200541	1
45.08493718	12.39406592	1
79.95558723	-34.31283825	1
42.94971406	5.1521057	1
68.21611567	5.960577803	1
16.01423187	-25.2230565	1
46.46949592	-9.521940181	1
19.48779451	1.39763099	1
85.90366577	-5.465172064	1
46.89025628	-27.19762048	1
102.37934	-11.46111149	1
135.0688388	-52.16335633	1
1.563838788	-0.283839155	0
-28.22122653	10.39889154	0
-58.35915653	19.71170431	0
75.44436724	17.07720753	1
133.3546364	-39.24418964	1
75.21019647	-11.02409826	1
70.41121561	-10.47904509	1
96.46402188	-21.90302827	1
31.57021842	-8.996785731	1
130.807341	-22.30980935	1
114.8328041	-10.9450891	1
102.7180473	-31.55489644	1
65.65514946	-15.26300082	1
40.81852281	-5.176868053	1
-61.99732288	11.98136645	0
0.397257348	-30.36510564	1
32.91420221	-12.87320815	1
-2.909533255	-22.83063714	1
29.98743415	4.437513558	1
37.64559605	-9.238674961	1
27.08220143	-22.48942713	1
112.4538165	-17.34914936	1
-79.846565	24.81036651	0
58.45888731	-4.982603818	1
-19.42928123	-1.649540709	0
2.030498864	-11.22435495	0
-47.69160047	-5.633418463	0
-47.99613839	-6.387205982	0
-42.12148665	0.436799212	0
56.60843756	-2.158051558	1
30.11524744	-29.4474428	1
-34.07838023	7.655757412	0
116.0990587	-29.70672597	1
51.90427435	-10.42799234	1
-57.51609447	1.826106034	0
-61.7278141	23.59970234	0
-55.96706527	43.54863423	0
69.74672181	9.458588741	1
-64.53776755	51.76202464	0
57.82913718	-8.49221629	1
52.8021573	-3.730946614	1
-45.60299888	27.12042516	0
-39.65794101	-0.651338562	0
-39.40632221	2.02058319	0
80.71955825	-46.58876728	1
-2.498813002	-6.395741021	1
-32.51076486	-2.248563471	0
63.23423266	-24.4985152	1
-32.28787141	39.88682727	0
84.08632556	-1.364140083	1
-26.98416769	2.667856147	0
-15.06802577	20.53743698	0
14.48989231	15.99174091	0
-21.00027454	10.28103387	0
89.65933006	-18.26422295	1
32.55017921	9.647399157	1
107.0037115	-39.80646576	1
-6.535655775	7.30387072	0
11.00424091	11.91995958	0
-20.44177758	-6.023901502	0
27.06593235	-4.049430952	1
-22.70082064	-23.77742875	0
-18.15313566	-0.700081425	0
65.76087035	-8.204325087	1
90.98374845	-15.1185529	1
-44.15474564	11.60688689	0
-78.7225815	23.63042531	0
-37.28176724	2.699504797	0
21.89297596	6.917395881	1
30.2638701	-23.52600595	1
-95.64933025	45.55449565	0
-26.76955853	-8.036114477	0
-25.29829815	16.65286086	0
-47.66062846	25.6789652	0
1.494838441	11.98575383	0
-33.75514596	-8.123738615	0
-11.1225305	-1.140937769	0
-60.62854116	36.51624634	0
-12.75891394	29.08545869	0
-45.72922664	43.37603973	0
-40.70554261	20.17169398	0
-28.20694431	3.515733529	0
79.54064959	-5.937955159	1
111.855007	-8.479332221	1
-40.39160962	4.755139154	0
80.27818249	-11.30718678	1
-0.40027372	1.528995588	0
-37.94132095	5.980111636	0
-38.79297881	-7.666296938	0
32.34708817	-23.31712877	1
53.91652089	-22.26460675	1
6.575026005	21.50490351	0
116.3562643	-22.84397623	1
-49.58360117	24.29920641	0
63.73291254	-22.3917614	1
54.04098717	-14.52669334	1
3.665076708	-7.860249963	0
82.03139503	-32.28493529	1
-2.710581271	-5.385779611	1
